Character;EXT;NEU;AGR;CON;OPN;Cosine;Sentence
dumbledore;1;1;1;1;1;0.4472135954999579; but i think i could be safe with a nice toffee... 
dumbledore;1;1;1;0;1;0.5; mm. alas. earwax. 
dumbledore;1;1;0;0;1;0.5773502691896258; another year gone.  
dumbledore;1;1;0;0;1;0.5773502691896258; and now, as i understand it, the house cup needs awarding, and the points stand thus.  
dumbledore;1;1;0;0;1;0.5773502691896258; in fourth place, gryffindor with 312 points.  
dumbledore;0;1;1;0;1;0.5773502691896258; third place, hufflepuff, with 352 points.  
dumbledore;1;1;0;0;1;0.5773502691896258; in second place, ravenclaw, with 426 points 
dumbledore;0;1;0;0;1;0.7071067811865475; and in first place, with 472 points, slytherin house. 
dumbledore;1;1;0;0;1;0.5773502691896258; yes, yes, well done slytherin, well done slytherin.  
dumbledore;1;1;0;0;1;0.5773502691896258; however, recent events must be taken into account.  
dumbledore;1;1;0;1;1;0.5; and i have a few last minute points to award.  
dumbledore;1;1;0;1;1;0.5; to miss hermione granger, for the use of cool intellect when others were in great peril, 50 points.  
dumbledore;1;0;0;0;1;0.7071067811865475; second, to mr. ronald weasley, for the best played game of chess that hogwarts has seen these many years...50 points.  
dumbledore;0;1;0;1;0;0.0; and third, to mr. harry potter, for pure nerve and outstanding courage, i award gryffindor house 60 points.  
dumbledore;1;1;0;1;1;0.5; and finally, it takes a great deal of bravery to stand up to your enemies, but a great deal more to stand up to your friends.  
dumbledore;1;1;0;1;1;0.5; i award 10 points to neville longbottom. 
dumbledore;1;1;0;0;1;0.5773502691896258; assuming that my calculations are correct, i believe that a change of direction is in order.  
dumbledore;1;1;1;0;1;0.5; gryffindor wins the house cup! 
dumbledore;1;1;0;0;1;0.5773502691896258; they are not. 
dumbledore;1;1;1;1;1;0.4472135954999579; i am well aware of our bylaws having written quite a few of them myself. 
dumbledore;1;1;1;1;1;0.4472135954999579; however, as head of gryffindor house it is for professor mcgonagall to determine the appropriate action. 
dumbledore;1;1;0;0;1;0.5773502691896258; argus! 
dumbledore;1;1;0;0;1;0.5773502691896258; argus, i... 
dumbledore;1;1;1;0;1;0.5; everyone will proceed to their dormitories immediately. 
dumbledore;1;1;1;0;1;0.5; everyone except you three. 
dumbledore;1;1;0;0;1;0.5773502691896258; she's not dead, argus. 
dumbledore;1;1;0;0;1;0.5773502691896258; she has been petrified. 
dumbledore;1;1;1;0;1;0.5; but how she has been petrified, i cannot say. 
dumbledore;1;1;1;0;1;0.5; innocent until proven guilty, severus. 
dumbledore;1;1;1;1;1;0.4472135954999579; we will be able to cure her, argus. 
dumbledore;1;1;0;0;1;0.5773502691896258; as i understand it, madam sprout has a very healthy growth of mandrake. 
dumbledore;1;1;0;1;1;0.5; when matured, a potion will be made which will revive mrs. norris. 
dumbledore;1;1;1;1;1;0.4472135954999579; and in the meantime i strongly recommend caution to all. 
dumbledore;1;1;1;0;1;0.5; there's been another attack. 
dumbledore;1;1;0;1;1;0.5; it means that our students are in great danger. 
dumbledore;1;1;0;0;1;0.5773502691896258; the truth. 
dumbledore;0;1;0;1;1;0.5773502691896258; tell them hogwarts is no longer safe. 
dumbledore;1;1;0;0;1;0.5773502691896258; it is as we feared, minerva 
dumbledore;1;1;0;0;1;0.5773502691896258; the chamber of secrets has indeed been opened again. 
dumbledore;1;1;1;0;1;0.5; harry? 
dumbledore;1;1;1;0;1;0.5; and about time too. 
dumbledore;1;1;0;0;1;0.5773502691896258; he's been looking dreadful for days. 
dumbledore;1;1;0;0;1;0.5773502691896258; pity you had to see him on a burning day. 
dumbledore;1;1;1;1;1;0.4472135954999579; fawkes is a phoenix, harry. 
dumbledore;1;0;0;0;1;0.7071067811865475; they burst into flame when it is time for them to die... 
dumbledore;1;0;0;0;1;0.7071067811865475; and then they are reborn from the ashes. 
dumbledore;1;1;1;0;1;0.5; fascinating creatures, phoenixes. 
dumbledore;1;1;0;0;1;0.5773502691896258; they can carry immensely heavy loads. 
dumbledore;1;1;1;0;1;0.5; their tears have healing powers. 
dumbledore;0;1;0;1;1;0.5773502691896258; hagriiid!! relax. 
dumbledore;1;1;1;1;1;0.4472135954999579; i do not believe that harry attacked anyone. 
dumbledore;1;1;0;0;1;0.5773502691896258; yes. 
dumbledore;1;1;0;0;1;0.5773502691896258; no, harry. i do not think it was you. 
dumbledore;1;1;0;0;1;0.5773502691896258; but i must ask you is there something you wish to tell me? 
dumbledore;1;1;0;0;1;0.5773502691896258; very well, then. 
dumbledore;1;1;1;0;1;0.5; off you go. 
dumbledore;1;1;0;0;1;0.5773502691896258; riddle! come. 
dumbledore;1;1;1;0;1;0.5; it is not wise to be wandering around this late hour, tom. 
dumbledore;0;1;1;0;1;0.5773502691896258; i'm afraid they are, tom. 
dumbledore;1;1;1;0;1;0.5; they are true. 
dumbledore;0;1;1;0;1;0.5773502691896258; i understand, tom, but i'm afraid headmaster dippet may have no choice. 
dumbledore;0;1;1;0;1;0.5773502691896258; is there something you wish to tell me? 
dumbledore;1;1;1;0;1;0.5; very well, then. off you go. 
dumbledore;1;1;0;0;1;0.5773502691896258; good evening, hagrid. 
dumbledore;1;1;1;0;1;0.5; i wonder, could we...? 
dumbledore;0;1;1;1;1;0.5; i want it understood, cornelius that hagrid has my full confidence. 
dumbledore;1;1;1;0;1;0.5; well, what exactly is it that you want with me? 
dumbledore;1;1;1;0;1;0.5; calm yourself, hagrid. 
dumbledore;1;1;0;1;1;0.5; if the governors desire my removal i will, of course, step aside. 
dumbledore;1;1;0;0;1;0.5773502691896258; however you will find that help will always be given at hogwarts to those who ask for it. 
dumbledore;0;1;0;1;1;0.5773502691896258; you both realize, of course that in the past few hours, you have broken perhaps a dozen school rules. 
dumbledore;1;1;1;0;1;0.5; there is sufficient evidence to have you both expelled. 
dumbledore;0;1;1;1;1;0.5; therefore, it is only fitting that you both receive special awards for services to the school. 
dumbledore;0;1;1;0;1;0.5773502691896258; now, mr. weasley, if you would have an owl deliver these release papers to azkaban. 
dumbledore;1;1;1;0;1;0.5; i believe we want our gamekeeper back. 
dumbledore;0;1;1;1;1;0.5; harry, first, i want to thank you, harry. 
dumbledore;1;1;0;1;1;0.5; you must have shown me real loyalty down in the chamber. 
dumbledore;1;1;0;0;1;0.5773502691896258; nothing but that could have called fawkes to you. 
dumbledore;1;1;0;0;1;0.5773502691896258; and second i sense that something is troubling you. 
dumbledore;1;1;1;0;1;0.5; am i right, harry? 
dumbledore;1;0;0;0;1;0.7071067811865475; i see. 
dumbledore;1;0;1;1;1;0.5; well, you can speak parseltongue, harry. why? 
dumbledore;1;1;1;0;1;0.5; because lord voldemort can speak parseltongue. 
dumbledore;1;1;1;0;1;0.5; if i'm not mistaken, harry he transferred some of his powers to you the night he gave you that scar. 
dumbledore;1;1;0;0;1;0.5773502691896258; not intentionally but yes. 
dumbledore;1;1;1;1;1;0.4472135954999579; it's true. you possess many of the qualities that voldemort himself prizes. 
dumbledore;1;1;1;0;1;0.5; determination, resourcefulness and if i may say so, a certain disregard for the rules. 
dumbledore;1;1;0;0;1;0.5773502691896258; why, then, did the sorting hat place you in gryffindor? 
dumbledore;1;1;1;0;1;0.5; exactly, harry. exactly. 
dumbledore;1;1;1;0;1;0.5; which makes you different from voldemort. 
dumbledore;1;1;1;0;1;0.5; it is not our abilities that show what we truly are. 
dumbledore;1;1;0;0;1;0.5773502691896258; it is our choices. 
dumbledore;1;1;1;0;1;0.5; if you want proof why you belong in gryffindor then i suggest you look more closely at this. 
dumbledore;1;1;1;1;1;0.4472135954999579; be careful. 
dumbledore;1;1;1;0;1;0.5; it would take a true gryffindor to pull that out of the hat. 
dumbledore;1;1;0;0;1;0.5773502691896258; when the governors learned that arthur weasley's daughter was taken into the chamber, they saw fit to summon me back. 
dumbledore;0;1;0;0;1;0.7071067811865475; curiously, lucius, several of them were under the impression that you would curse their family if they did not agree to suspend me in the first place. 
dumbledore;1;1;1;1;1;0.4472135954999579; beg your pardon? 
dumbledore;1;1;0;0;1;0.5773502691896258; yes. 
dumbledore;1;1;0;0;1;0.5773502691896258; voldemort. 
dumbledore;1;1;1;1;1;0.4472135954999579; only this time he chose to act through somebody else by means of this. 
dumbledore;1;1;0;0;1;0.5773502691896258; fortunately, our young mr. potter discovered it. 
dumbledore;1;1;0;0;1;0.5773502691896258; one hopes that no more of lord voldemort's old school-things should find their way into innocent hands. 
dumbledore;1;1;1;1;1;0.4472135954999579; the consequences for the one responsible would be severe. 
dumbledore;1;1;0;1;1;0.5; before we begin the feast let us have a round of applause for professor sprout, madam pomfrey whose mandrake juice has been so successfully administered to all who had been petrified. 
dumbledore;0;1;0;0;1;0.7071067811865475; also, in light of the recent events as a school treat all exams have been canceled. 
dumbledore;1;1;1;0;1;0.5; welcome! welcome to another year at hogwarts. 
dumbledore;1;1;0;1;1;0.5; now, i'd like to say a few words before we all become too befuddled by our excellent feast. 
dumbledore;0;1;0;0;1;0.7071067811865475; first, i'm pleased to welcome professor r.j. lupin who's kindly consented to fill the post of defense against the dark arts teacher. 
dumbledore;1;1;0;1;1;0.5; good luck, professor. 
dumbledore;1;1;0;0;1;0.5773502691896258; our care of magical creatures teacher has decided to retire in order to spend more time with his remaining limbs. 
dumbledore;1;1;1;0;1;0.5; fortunately, i'm delighted to announce that his place will be taken by none other than our own rubeus hagrid. 
dumbledore;1;1;0;0;1;0.5773502691896258; finally, on a more disquieting note at the request of the ministry of magic  
dumbledore;1;1;1;0;1;0.5; hogwarts will, until further notice, play host to the dementors of azkaban until such a time as sirius black is captured. 
dumbledore;1;1;1;0;1;0.5; the dementors will be stationed at every entrance to the grounds. 
dumbledore;1;0;1;0;1;0.5773502691896258; now whilst i've been assured that their presence will not disrupt our day-to-day activities a word of caution. 
dumbledore;1;1;1;0;1;0.5; dementors are vicious creatures. 
dumbledore;0;1;0;1;1;0.5773502691896258; they'll not distinguish between the one they hunt and the one who gets in their way. 
dumbledore;0;1;0;0;1;0.7071067811865475; therefore, i must warn each and every one of you to give them no reason to harm you. 
dumbledore;1;1;0;0;1;0.5773502691896258; it is not in the nature of a dementor to be forgiving. 
dumbledore;1;1;1;1;1;0.4472135954999579; but you know, happiness can be found even in the darkest of times if one only remembers to turn on the light. 
dumbledore;1;1;1;0;1;0.5; mr. filch? round up the ghosts. 
dumbledore;0;1;1;1;1;0.5; tell them to search every painting in the castle to find the fat lady. 
dumbledore;1;1;0;0;1;0.5773502691896258; keep moving! 
dumbledore;1;1;1;0;1;0.5; dear lady, who did this to you? 
dumbledore;1;1;1;0;1;0.5; secure the castle, mr. filch. 
dumbledore;0;1;0;0;1;0.7071067811865475; the rest of you, to the great hall. 
dumbledore;1;1;0;0;1;0.5773502691896258; thank you. 
dumbledore;1;1;1;0;1;0.5; very good. 
dumbledore;1;1;0;0;1;0.5773502691896258; i didn't really expect him to linger. 
dumbledore;1;1;0;1;1;0.5; quite remarkable, yes. 
dumbledore;0;1;0;0;1;0.7071067811865475; many. each as unlikely as the next. 
dumbledore;1;1;1;1;1;0.4472135954999579; not a single professor inside this castle would help sirius black enter it. 
dumbledore;1;0;1;1;1;0.5; i'm quite convinced the castle is safe and i'm more than willing to send the students to their houses. 
dumbledore;1;0;0;0;1;0.7071067811865475; perhaps. but for now, let him sleep. 
dumbledore;1;1;1;0;1;0.5; for in dreams, we enter a world that's entirely our own. 
dumbledore;1;1;1;0;1;0.5; let them swim in the deepest ocean or glide over the highest cloud. 
dumbledore;1;1;0;0;1;0.5773502691896258; aresto momentum! 
dumbledore;0;0;0;0;1;1.0; no, minister. over this way. 
dumbledore;0;0;0;1;1;0.7071067811865475; that's ling you see over there... 
dumbledore;1;1;1;1;1;0.4472135954999579; on the slope... ah, hagrid. 
dumbledore;1;1;0;0;1;0.5773502691896258; good evening. 
dumbledore;0;1;1;1;1;0.5; i'd like a cup of tea. 
dumbledore;1;1;0;1;1;0.5; now, now, hagrid. now, come on. 
dumbledore;1;1;1;1;1;0.4472135954999579; all right. it'll be all right. 
dumbledore;1;1;0;0;1;0.5773502691896258; scabbers? 
dumbledore;1;1;0;0;1;0.5773502691896258; i do, miss granger. 
dumbledore;0;1;1;0;1;0.5773502691896258; but the word of three 13-year-old wizards will convince few others. 
dumbledore;0;1;1;1;1;0.5; a child's voice, however honest and true is meaningless to those who have forgotten how to listen. 
dumbledore;0;0;1;0;1;0.7071067811865475; mysterious thing, time. 
dumbledore;1;1;1;1;1;0.4472135954999579; powerful and when meddled with, dangerous. 
dumbledore;1;1;0;0;1;0.5773502691896258; sirius black is in the topmost cell of the dark tower. 
dumbledore;0;1;0;0;1;0.7071067811865475; you know the laws, miss granger 
dumbledore;1;1;0;0;1;0.5773502691896258; you must not be seen. 
dumbledore;1;1;1;1;1;0.4472135954999579; and you would do well, i feel, to return before this last chime. 
dumbledore;1;1;0;0;1;0.5773502691896258; if not, the consequences are too ghastly to discuss. 
dumbledore;1;1;0;0;1;0.5773502691896258; if you succeed tonight more than one innocent life may be spared. 
dumbledore;0;1;0;0;1;0.7071067811865475; three turns should do it, i think. 
dumbledore;1;1;1;0;1;0.5; oh, and by the way. 
dumbledore;1;1;0;0;1;0.5773502691896258; when in doubt, i find retracing my steps to be a wise place to begin. 
dumbledore;1;1;0;0;1;0.5773502691896258; good luck. 
dumbledore;0;1;1;0;1;0.5773502691896258; minister, i really think i should sign as well. 
dumbledore;1;0;1;0;1;0.5773502691896258; it's such a very long name... 
dumbledore;1;1;0;1;1;0.5; here we are, minister. follow me. 
dumbledore;1;1;1;1;1;0.4472135954999579; now, look there. 
dumbledore;0;1;1;1;1;0.5; look beyond the rocks. 
dumbledore;1;1;1;1;1;0.4472135954999579; professor dippet had that ling planted when he was headmaster. 
dumbledore;1;1;1;0;1;0.5; and all the strawberries. 
dumbledore;1;1;0;1;1;0.5; over there. 
dumbledore;1;1;0;1;1;0.5; over there. 
dumbledore;1;1;0;0;1;0.5773502691896258; all right. 
dumbledore;1;1;1;1;1;0.4472135954999579; how extraordinary. 
dumbledore;1;1;0;0;1;0.5773502691896258; i don't think the minister's suggesting you had anything to do with this. 
dumbledore;1;1;1;0;1;0.5; afterall, how could you? 
dumbledore;1;1;0;0;1;0.5773502691896258; you've been with us all the time. 
dumbledore;0;1;0;1;1;0.5773502691896258; well, search the skies, if you must, minister. 
dumbledore;0;0;1;1;1;0.5773502691896258; meanwhile, i'd like a nice cup of tea or a large brandy. 
dumbledore;0;1;0;1;1;0.5773502691896258; oh, executioner, your services are no longer required. 
dumbledore;1;1;0;0;1;0.5773502691896258; thank you. 
dumbledore;1;1;1;0;1;0.5; well? 
dumbledore;1;1;1;0;1;0.5; did what? 
dumbledore;1;1;1;0;1;0.5; good night.
mcgonagall;1;1;0;0;1;0.5773502691896258;good evening, professor dumbledore. 
mcgonagall;1;1;1;0;1;0.5; are the rumors true, albus? 
mcgonagall;1;1;0;0;1;0.5773502691896258; and the boy? 
mcgonagall;1;1;0;0;1;0.5773502691896258; do you think it wise to trust hagrid with something as important as this? 
mcgonagall;1;1;0;0;1;0.5773502691896258; i've watched them all day. 
mcgonagall;1;1;1;0;1;0.5; they're the worst sort of muggles, imaginable. 
mcgonagall;1;1;0;0;1;0.5773502691896258; they really are... 
mcgonagall;1;1;0;0;1;0.5773502691896258; this boy will be famous. 
mcgonagall;0;1;1;0;1;0.5773502691896258; there won't be a child in our world who doesn't know his name. 
mcgonagall;1;1;0;0;1;0.5773502691896258; welcome to hogwarts. 
mcgonagall;1;0;1;1;1;0.5; now, in a few moments, you'll pass through these doors and join your classmates. 
mcgonagall;1;1;0;1;1;0.5; but before you can take your seats, you must be sorted into your houses. 
mcgonagall;1;1;1;0;1;0.5; they are gryffindor, hufflepuff ravenclaw and slytherin. 
mcgonagall;1;1;1;1;1;0.4472135954999579; now, while you're here, your house will be like your family. 
mcgonagall;1;1;0;0;1;0.5773502691896258; your triumphs will earn you points. 
mcgonagall;1;1;0;0;1;0.5773502691896258; any rule-breaking, and you will lose points. 
mcgonagall;0;1;0;0;1;0.7071067811865475; at the end of the year, the house with the most points is awarded the house cup 
mcgonagall;1;1;1;0;1;0.5; the sorting ceremony will begin momentarily. 
mcgonagall;1;0;0;0;1;0.7071067811865475; we're ready for you now. 
mcgonagall;1;1;0;0;1;0.5773502691896258; follow me. 
mcgonagall;1;1;0;0;1;0.5773502691896258; all right, will you wait along here, please? 
mcgonagall;1;0;1;1;1;0.5; now, before we begin professor dumbledore would like to say a few words. 
mcgonagall;1;1;1;0;1;0.5; when i call your name, you will come forth. 
mcgonagall;1;1;0;0;1;0.5773502691896258; i shall place the sorting hat on your head and you will be sorted into your houses. 
mcgonagall;1;1;0;0;1;0.5773502691896258; hermione granger. 
mcgonagall;1;1;0;0;1;0.5773502691896258; draco malfoy. 
mcgonagall;1;1;0;0;1;0.5773502691896258; susan bones. 
mcgonagall;1;1;0;0;1;0.5773502691896258; ronald weasley. 
mcgonagall;1;1;1;1;1;0.4472135954999579; harry potter. 
mcgonagall;1;1;0;0;1;0.5773502691896258; your attention, please. 
mcgonagall;0;1;1;0;1;0.5773502691896258; thank you for that assessment, mr weasley. 
mcgonagall;1;1;0;0;1;0.5773502691896258; perhaps, lt'd be more useful if i were to transfigure mr. potter and yourself into a pocket-watch. 
mcgonagall;1;1;1;0;1;0.5; that way, one of you might be on time. 
mcgonagall;0;1;0;0;1;0.7071067811865475; then perhaps a map? 
mcgonagall;1;1;0;0;1;0.5773502691896258; i trust you don't need one to find your seats. 
mcgonagall;1;1;1;1;1;0.4472135954999579; harry potter! 
mcgonagall;1;1;0;0;1;0.5773502691896258; follow me. 
mcgonagall;1;1;0;0;1;0.5773502691896258; you wait here. 
mcgonagall;1;1;0;1;1;0.5; professor quirrell, excuse me. 
mcgonagall;1;1;1;0;1;0.5; could i borrow wood for a moment please? 
mcgonagall;1;1;0;1;1;0.5; potter, this is oliver wood. 
mcgonagall;1;1;0;1;1;0.5; wood, i have found you a seeker. 
mcgonagall;1;1;1;0;1;0.5; oh! oh, my goodness!  
mcgonagall;1;1;1;0;1;0.5; e-explain yourselves, both of you! 
mcgonagall;1;1;0;1;1;0.5;  ms. granger? 
mcgonagall;1;1;1;0;1;0.5; be that as it may...it was an extremely foolish thing to do.  
mcgonagall;1;1;0;1;1;0.5; i would have expected more rational behaviour on your part and i am very disappointed in you ms. granger.  
mcgonagall;1;1;0;0;1;0.5773502691896258; 5 points will be taken from gryffindor for your serious lack of judgment.  
mcgonagall;1;0;0;1;1;0.5773502691896258; as for you two gentlemen i just hope you realize how fortunate you are.  
mcgonagall;1;0;1;1;1;0.5; not many first year students could take on a full grown mountain troll and live to tell the tale.  
mcgonagall;1;1;0;0;1;0.5773502691896258; 5 points...will be awarded to each of you.  
mcgonagall;1;1;0;0;1;0.5773502691896258; for sheer dumb luck.  
mcgonagall;1;1;0;0;1;0.5773502691896258; good evening. 
mcgonagall;1;1;0;1;1;0.5; nothing, i repeat, nothing gives a student the right to walk about the school at night.  
mcgonagall;1;1;0;0;1;0.5773502691896258; therefore, as punishment for your actions, 50 points will be taken. 
mcgonagall;1;1;1;1;1;0.4472135954999579; each. and to ensure it doesn't happen again, all four of you will receive detention. 
mcgonagall;0;1;1;0;1;0.5773502691896258; no, you heard me correctly, mr. malfoy.  
mcgonagall;1;1;0;0;1;0.5773502691896258; you see, as honorable as your intentions were, you too were out of bed after hours.  
mcgonagall;1;1;0;1;1;0.5; you will join your classmates in detention. 
mcgonagall;0;1;1;0;1;0.5773502691896258; i'm afraid professor dumbledore is not here.  
mcgonagall;0;1;1;0;1;0.5773502691896258; he received an urgent owl from the ministry of magic and left immediately for london. 
mcgonagall;1;1;0;0;1;0.5773502691896258; how do you know? 
mcgonagall;0;1;0;0;1;0.7071067811865475; i don't know how you three found out about the stone, but i can assure you it is perfectly well-protected.  
mcgonagall;1;1;1;0;1;0.5; now would you go back to your dormitories? quietly.  
mcgonagall;1;1;1;0;1;0.5; what are you talking about, mr. weasley? 
mcgonagall;1;1;0;0;1;0.5773502691896258; not today, mr. weasley but i must impress on both of you the seriousness of what you have done. 
mcgonagall;1;1;1;1;1;0.4472135954999579; i will be writing to your families tonight, and you will both receive detention. 
mcgonagall;1;1;1;0;1;0.5; could i have your attention,please? 
mcgonagall;1;1;0;1;1;0.5; right. now, today, we will be transforming animals into water goblets. 
mcgonagall;1;1;0;0;1;0.5773502691896258; like so. 
mcgonagall;0;1;1;0;1;0.5773502691896258; one, two, three. vera verto. 
mcgonagall;1;0;0;0;1;0.7071067811865475; now it's your turn. 
mcgonagall;1;1;0;0;1;0.5773502691896258; who would like to go first? 
mcgonagall;0;1;1;0;1;0.5773502691896258; ahh , mr. weasley. 
mcgonagall;0;1;1;0;1;0.5773502691896258; one, two, three. vera verto. 
mcgonagall;1;1;1;0;1;0.5; that wand needs replacing, mr. weasley. 
mcgonagall;1;1;0;0;1;0.5773502691896258; yes, miss granger? 
mcgonagall;1;1;1;0;1;0.5; very well. 
mcgonagall;1;1;1;0;1;0.5; you all know, of course that hogwarts was founded over a thousand years ago by the four greatest witches and wizards of the age: 
mcgonagall;1;1;1;0;1;0.5; godric gryffindor, 
mcgonagall;1;1;1;0;1;0.5; helga hufflepuff... 
mcgonagall;1;1;0;0;1;0.5773502691896258; rowena ravenclaw 
mcgonagall;1;1;0;0;1;0.5773502691896258; salazar slytherin. 
mcgonagall;1;1;0;1;1;0.5; now, three of the founders coexisted quite harmoniously. 
mcgonagall;1;1;1;0;1;0.5; one did not. 
mcgonagall;1;1;0;1;1;0.5; salazar slytherin wished to be more selective about the students admitted to hogwarts. 
mcgonagall;1;1;0;0;1;0.5773502691896258; he believed magical learning should be kept within all-magic families. 
mcgonagall;1;1;1;0;1;0.5; in other words, pure-bloods. 
mcgonagall;1;0;1;0;1;0.5773502691896258; unable to sway the others, he decided to leave the school. 
mcgonagall;1;1;0;0;1;0.5773502691896258; now, according to legend slytherin had built a hidden chamber in this castle known as the chamber of secrets. 
mcgonagall;0;0;1;0;1;0.7071067811865475; though, shortly before departing, he sealed it until that time when his own true heir returned to the school. 
mcgonagall;1;1;0;0;1;0.5773502691896258; the heir alone would be able to open the chamber and unleash the horror within, and by so doing purge the school of all those who in slytherin's view, were unworthy to study magic. 
mcgonagall;1;1;1;0;1;0.5; well , naturally, the school has been searched many times. 
mcgonagall;1;1;1;1;1;0.4472135954999579; no such chamber has been found. 
mcgonagall;1;1;0;1;1;0.5; the chamber is said to be home to something that only the heir of slytherin can control. 
mcgonagall;1;1;0;0;1;0.5773502691896258; it is said to be the home of a monster. 
mcgonagall;1;1;0;0;1;0.5773502691896258; i think he's been petrified, madam pomfrey. 
mcgonagall;0;1;0;0;1;0.7071067811865475; look. perhaps he managed to take a picture of his attacker. 
mcgonagall;1;1;0;0;1;0.5773502691896258; what can this mean, albus? 
mcgonagall;0;1;0;0;1;0.7071067811865475; what should i tell the staff? 
mcgonagall;1;1;0;0;1;0.5773502691896258; this is out of my hands, potter. 
mcgonagall;1;1;1;0;1;0.5; professor dumbledore will be waiting for you. 
